pos00,pos01,pos02,pos10,pos11,pos12,pos20,pos21,pos22,player,step,result,game_id,state
0,0,0,0,0,0,0,0,1,1,0,1,1,start
0,0,0,0,-1,0,0,0,1,-1,1,1,1,mid
1,0,0,0,-1,0,0,0,1,1,2,1,1,mid
1,0,-1,0,-1,0,0,0,1,-1,3,1,1,mid
1,0,-1,0,-1,1,0,0,1,1,4,1,1,mid
1,-1,-1,0,-1,1,0,0,1,-1,5,1,1,mid
1,-1,-1,0,-1,1,0,1,1,1,6,1,1,mid
1,-1,-1,-1,-1,1,0,1,1,-1,7,1,1,mid
1,-1,-1,-1,-1,1,1,1,1,1,8,1,1,end
0,0,0,0,0,0,1,0,0,1,0,1,2,start
0,0,0,-1,0,0,1,0,0,-1,1,1,2,mid
0,0,0,-1,0,0,1,0,1,1,2,1,2,mid
-1,0,0,-1,0,0,1,0,1,-1,3,1,2,mid
-1,0,1,-1,0,0,1,0,1,1,4,1,2,mid
-1,0,1,-1,-1,0,1,0,1,-1,5,1,2,mid
-1,1,1,-1,-1,0,1,0,1,1,6,1,2,mid
-1,1,1,-1,-1,0,1,-1,1,-1,7,1,2,mid
-1,1,1,-1,-1,1,1,-1,1,1,8,1,2,end
1,0,0,0,0,0,0,0,0,1,0,1,3,start
1,0,0,0,0,-1,0,0,0,-1,1,1,3,mid
1,0,0,0,0,-1,1,0,0,1,2,1,3,mid
1,-1,0,0,0,-1,1,0,0,-1,3,1,3,mid
1,-1,0,0,1,-1,1,0,0,1,4,1,3,mid
1,-1,-1,0,1,-1,1,0,0,-1,5,1,3,mid
1,-1,-1,0,1,-1,1,1,0,1,6,1,3,mid
1,-1,-1,-1,1,-1,1,1,0,-1,7,1,3,mid
1,-1,-1,-1,1,-1,1,1,1,1,8,1,3,end
1,0,0,0,0,0,0,0,0,1,0,0,4,start
1,0,0,0,0,0,0,0,-1,-1,1,0,4,mid
1,0,0,0,1,0,0,0,-1,1,2,0,4,mid
1,0,0,-1,1,0,0,0,-1,-1,3,0,4,mid
1,0,0,-1,1,0,0,1,-1,1,4,0,4,mid
1,0,0,-1,1,0,-1,1,-1,-1,5,0,4,mid
1,0,0,-1,1,1,-1,1,-1,1,6,0,4,mid
1,-1,0,-1,1,1,-1,1,-1,-1,7,0,4,mid
1,-1,1,-1,1,1,-1,1,-1,1,8,0,4,end
1,0,0,0,0,0,0,0,0,1,0,-1,5,start
1,0,0,0,0,0,-1,0,0,-1,1,-1,5,mid
1,1,0,0,0,0,-1,0,0,1,2,-1,5,mid
1,1,0,0,0,-1,-1,0,0,-1,3,-1,5,mid
1,1,0,0,1,-1,-1,0,0,1,4,-1,5,mid
1,1,0,0,1,-1,-1,0,-1,-1,5,-1,5,mid
1,1,0,1,1,-1,-1,0,-1,1,6,-1,5,mid
1,1,-1,1,1,-1,-1,0,-1,-1,7,-1,5,end
0,0,0,0,0,0,0,0,1,1,0,-1,6,start
0,0,0,-1,0,0,0,0,1,-1,1,-1,6,mid
0,0,0,-1,1,0,0,0,1,1,2,-1,6,mid
0,-1,0,-1,1,0,0,0,1,-1,3,-1,6,mid
0,-1,0,-1,1,1,0,0,1,1,4,-1,6,mid
-1,-1,0,-1,1,1,0,0,1,-1,5,-1,6,mid
-1,-1,0,-1,1,1,1,0,1,1,6,-1,6,mid
-1,-1,-1,-1,1,1,1,0,1,-1,7,-1,6,end
1,0,0,0,0,0,0,0,0,1,0,1,7,start
1,-1,0,0,0,0,0,0,0,-1,1,1,7,mid
1,-1,0,0,0,0,1,0,0,1,2,1,7,mid
1,-1,0,-1,0,0,1,0,0,-1,3,1,7,mid
1,-1,1,-1,0,0,1,0,0,1,4,1,7,mid
1,-1,1,-1,0,0,1,0,-1,-1,5,1,7,mid
1,-1,1,-1,1,0,1,0,-1,1,6,1,7,end
0,0,0,0,1,0,0,0,0,1,0,1,8,start
0,0,0,-1,1,0,0,0,0,-1,1,1,8,mid
0,0,1,-1,1,0,0,0,0,1,2,1,8,mid
0,0,1,-1,1,-1,0,0,0,-1,3,1,8,mid
0,1,1,-1,1,-1,0,0,0,1,4,1,8,mid
-1,1,1,-1,1,-1,0,0,0,-1,5,1,8,mid
-1,1,1,-1,1,-1,0,1,0,1,6,1,8,end
0,0,0,0,0,0,1,0,0,1,0,1,9,start
0,0,0,0,-1,0,1,0,0,-1,1,1,9,mid
0,0,0,0,-1,1,1,0,0,1,2,1,9,mid
0,-1,0,0,-1,1,1,0,0,-1,3,1,9,mid
0,-1,0,0,-1,1,1,0,1,1,4,1,9,mid
-1,-1,0,0,-1,1,1,0,1,-1,5,1,9,mid
-1,-1,1,0,-1,1,1,0,1,1,6,1,9,end
0,0,0,0,0,1,0,0,0,1,0,1,10,start
0,0,0,0,-1,1,0,0,0,-1,1,1,10,mid
0,0,1,0,-1,1,0,0,0,1,2,1,10,mid
0,0,1,-1,-1,1,0,0,0,-1,3,1,10,mid
0,0,1,-1,-1,1,0,1,0,1,4,1,10,mid
0,0,1,-1,-1,1,0,1,-1,-1,5,1,10,mid
1,0,1,-1,-1,1,0,1,-1,1,6,1,10,mid
1,0,1,-1,-1,1,-1,1,-1,-1,7,1,10,mid
1,1,1,-1,-1,1,-1,1,-1,1,8,1,10,end
0,0,0,0,0,0,0,0,1,1,0,1,11,start
0,0,-1,0,0,0,0,0,1,-1,1,1,11,mid
0,0,-1,1,0,0,0,0,1,1,2,1,11,mid
0,-1,-1,1,0,0,0,0,1,-1,3,1,11,mid
0,-1,-1,1,1,0,0,0,1,1,4,1,11,mid
0,-1,-1,1,1,0,-1,0,1,-1,5,1,11,mid
0,-1,-1,1,1,1,-1,0,1,1,6,1,11,end
1,0,0,0,0,0,0,0,0,1,0,1,12,start
1,0,0,0,0,-1,0,0,0,-1,1,1,12,mid
1,0,1,0,0,-1,0,0,0,1,2,1,12,mid
1,0,1,0,-1,-1,0,0,0,-1,3,1,12,mid
1,0,1,1,-1,-1,0,0,0,1,4,1,12,mid
1,0,1,1,-1,-1,-1,0,0,-1,5,1,12,mid
1,0,1,1,-1,-1,-1,0,1,1,6,1,12,mid
1,0,1,1,-1,-1,-1,-1,1,-1,7,1,12,mid
1,1,1,1,-1,-1,-1,-1,1,1,8,1,12,end
1,0,0,0,0,0,0,0,0,1,0,1,13,start
1,0,0,0,-1,0,0,0,0,-1,1,1,13,mid
1,1,0,0,-1,0,0,0,0,1,2,1,13,mid
1,1,0,0,-1,0,-1,0,0,-1,3,1,13,mid
1,1,1,0,-1,0,-1,0,0,1,4,1,13,end
1,0,0,0,0,0,0,0,0,1,0,-1,14,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,14,mid
1,0,0,0,-1,0,0,0,1,1,2,-1,14,mid
1,0,0,0,-1,0,-1,0,1,-1,3,-1,14,mid
1,0,0,1,-1,0,-1,0,1,1,4,-1,14,mid
1,0,0,1,-1,0,-1,-1,1,-1,5,-1,14,mid
1,1,0,1,-1,0,-1,-1,1,1,6,-1,14,mid
1,1,-1,1,-1,0,-1,-1,1,-1,7,-1,14,end
0,0,0,1,0,0,0,0,0,1,0,-1,15,start
-1,0,0,1,0,0,0,0,0,-1,1,-1,15,mid
-1,0,0,1,0,0,0,1,0,1,2,-1,15,mid
-1,0,0,1,-1,0,0,1,0,-1,3,-1,15,mid
-1,0,0,1,-1,1,0,1,0,1,4,-1,15,mid
-1,0,0,1,-1,1,0,1,-1,-1,5,-1,15,end
0,0,0,0,0,0,1,0,0,1,0,-1,16,start
0,0,0,0,0,-1,1,0,0,-1,1,-1,16,mid
0,0,0,0,1,-1,1,0,0,1,2,-1,16,mid
0,0,-1,0,1,-1,1,0,0,-1,3,-1,16,mid
0,0,-1,0,1,-1,1,1,0,1,4,-1,16,mid
0,-1,-1,0,1,-1,1,1,0,-1,5,-1,16,mid
1,-1,-1,0,1,-1,1,1,0,1,6,-1,16,mid
1,-1,-1,0,1,-1,1,1,-1,-1,7,-1,16,end
0,0,0,0,0,1,0,0,0,1,0,1,17,start
0,0,-1,0,0,1,0,0,0,-1,1,1,17,mid
0,0,-1,0,1,1,0,0,0,1,2,1,17,mid
0,0,-1,0,1,1,0,-1,0,-1,3,1,17,mid
0,1,-1,0,1,1,0,-1,0,1,4,1,17,mid
0,1,-1,0,1,1,-1,-1,0,-1,5,1,17,mid
0,1,-1,1,1,1,-1,-1,0,1,6,1,17,end
0,0,0,0,1,0,0,0,0,1,0,1,18,start
0,0,0,0,1,0,-1,0,0,-1,1,1,18,mid
0,0,0,1,1,0,-1,0,0,1,2,1,18,mid
0,-1,0,1,1,0,-1,0,0,-1,3,1,18,mid
1,-1,0,1,1,0,-1,0,0,1,4,1,18,mid
1,-1,0,1,1,0,-1,-1,0,-1,5,1,18,mid
1,-1,1,1,1,0,-1,-1,0,1,6,1,18,mid
1,-1,1,1,1,-1,-1,-1,0,-1,7,1,18,mid
1,-1,1,1,1,-1,-1,-1,1,1,8,1,18,end
0,0,0,0,0,0,0,1,0,1,0,0,19,start
0,0,0,0,-1,0,0,1,0,-1,1,0,19,mid
1,0,0,0,-1,0,0,1,0,1,2,0,19,mid
1,-1,0,0,-1,0,0,1,0,-1,3,0,19,mid
1,-1,1,0,-1,0,0,1,0,1,4,0,19,mid
1,-1,1,0,-1,0,0,1,-1,-1,5,0,19,mid
1,-1,1,0,-1,1,0,1,-1,1,6,0,19,mid
1,-1,1,0,-1,1,-1,1,-1,-1,7,0,19,mid
1,-1,1,1,-1,1,-1,1,-1,1,8,0,19,end
1,0,0,0,0,0,0,0,0,1,0,0,20,start
1,0,0,0,0,0,-1,0,0,-1,1,0,20,mid
1,0,0,1,0,0,-1,0,0,1,2,0,20,mid
1,-1,0,1,0,0,-1,0,0,-1,3,0,20,mid
1,-1,0,1,0,0,-1,0,1,1,4,0,20,mid
1,-1,0,1,0,-1,-1,0,1,-1,5,0,20,mid
1,-1,0,1,0,-1,-1,1,1,1,6,0,20,mid
1,-1,0,1,-1,-1,-1,1,1,-1,7,0,20,mid
1,-1,1,1,-1,-1,-1,1,1,1,8,0,20,end
0,0,0,0,1,0,0,0,0,1,0,1,21,start
-1,0,0,0,1,0,0,0,0,-1,1,1,21,mid
-1,0,0,0,1,1,0,0,0,1,2,1,21,mid
-1,0,0,0,1,1,-1,0,0,-1,3,1,21,mid
-1,0,0,0,1,1,-1,0,1,1,4,1,21,mid
-1,-1,0,0,1,1,-1,0,1,-1,5,1,21,mid
-1,-1,0,1,1,1,-1,0,1,1,6,1,21,end
1,0,0,0,0,0,0,0,0,1,0,1,22,start
1,-1,0,0,0,0,0,0,0,-1,1,1,22,mid
1,-1,0,0,1,0,0,0,0,1,2,1,22,mid
1,-1,-1,0,1,0,0,0,0,-1,3,1,22,mid
1,-1,-1,1,1,0,0,0,0,1,4,1,22,mid
1,-1,-1,1,1,0,0,-1,0,-1,5,1,22,mid
1,-1,-1,1,1,1,0,-1,0,1,6,1,22,end
1,0,0,0,0,0,0,0,0,1,0,1,23,start
1,0,0,0,-1,0,0,0,0,-1,1,1,23,mid
1,0,0,1,-1,0,0,0,0,1,2,1,23,mid
1,0,0,1,-1,-1,0,0,0,-1,3,1,23,mid
1,0,0,1,-1,-1,0,0,1,1,4,1,23,mid
1,0,-1,1,-1,-1,0,0,1,-1,5,1,23,mid
1,0,-1,1,-1,-1,1,0,1,1,6,1,23,end
1,0,0,0,0,0,0,0,0,1,0,-1,24,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,24,mid
1,0,1,0,-1,0,0,0,0,1,2,-1,24,mid
1,0,1,0,-1,0,0,0,-1,-1,3,-1,24,mid
1,0,1,1,-1,0,0,0,-1,1,4,-1,24,mid
1,-1,1,1,-1,0,0,0,-1,-1,5,-1,24,mid
1,-1,1,1,-1,1,0,0,-1,1,6,-1,24,mid
1,-1,1,1,-1,1,0,-1,-1,-1,7,-1,24,end
1,0,0,0,0,0,0,0,0,1,0,1,25,start
1,0,0,0,0,-1,0,0,0,-1,1,1,25,mid
1,1,0,0,0,-1,0,0,0,1,2,1,25,mid
1,1,0,-1,0,-1,0,0,0,-1,3,1,25,mid
1,1,1,-1,0,-1,0,0,0,1,4,1,25,end
0,0,0,1,0,0,0,0,0,1,0,1,26,start
0,0,0,1,-1,0,0,0,0,-1,1,1,26,mid
1,0,0,1,-1,0,0,0,0,1,2,1,26,mid
1,-1,0,1,-1,0,0,0,0,-1,3,1,26,mid
1,-1,0,1,-1,0,1,0,0,1,4,1,26,end
0,1,0,0,0,0,0,0,0,1,0,1,27,start
0,1,-1,0,0,0,0,0,0,-1,1,1,27,mid
0,1,-1,0,0,1,0,0,0,1,2,1,27,mid
-1,1,-1,0,0,1,0,0,0,-1,3,1,27,mid
-1,1,-1,0,1,1,0,0,0,1,4,1,27,mid
-1,1,-1,0,1,1,0,0,-1,-1,5,1,27,mid
-1,1,-1,0,1,1,0,1,-1,1,6,1,27,end
0,0,0,1,0,0,0,0,0,1,0,0,28,start
-1,0,0,1,0,0,0,0,0,-1,1,0,28,mid
-1,0,0,1,0,0,0,0,1,1,2,0,28,mid
-1,0,0,1,0,-1,0,0,1,-1,3,0,28,mid
-1,1,0,1,0,-1,0,0,1,1,4,0,28,mid
-1,1,0,1,0,-1,0,-1,1,-1,5,0,28,mid
-1,1,1,1,0,-1,0,-1,1,1,6,0,28,mid
-1,1,1,1,0,-1,-1,-1,1,-1,7,0,28,mid
-1,1,1,1,1,-1,-1,-1,1,1,8,0,28,end
0,0,0,0,0,0,0,0,1,1,0,1,29,start
-1,0,0,0,0,0,0,0,1,-1,1,1,29,mid
-1,0,0,0,0,0,0,1,1,1,2,1,29,mid
-1,0,0,0,0,-1,0,1,1,-1,3,1,29,mid
-1,1,0,0,0,-1,0,1,1,1,4,1,29,mid
-1,1,0,0,-1,-1,0,1,1,-1,5,1,29,mid
-1,1,0,0,-1,-1,1,1,1,1,6,1,29,end
0,0,0,0,0,0,1,0,0,1,0,1,30,start
-1,0,0,0,0,0,1,0,0,-1,1,1,30,mid
-1,0,0,1,0,0,1,0,0,1,2,1,30,mid
-1,0,0,1,0,0,1,0,-1,-1,3,1,30,mid
-1,0,0,1,1,0,1,0,-1,1,4,1,30,mid
-1,0,0,1,1,0,1,-1,-1,-1,5,1,30,mid
-1,0,1,1,1,0,1,-1,-1,1,6,1,30,end
0,0,0,0,0,0,0,0,1,1,0,1,31,start
-1,0,0,0,0,0,0,0,1,-1,1,1,31,mid
-1,1,0,0,0,0,0,0,1,1,2,1,31,mid
-1,1,0,0,0,0,0,-1,1,-1,3,1,31,mid
-1,1,1,0,0,0,0,-1,1,1,4,1,31,mid
-1,1,1,0,-1,0,0,-1,1,-1,5,1,31,mid
-1,1,1,0,-1,1,0,-1,1,1,6,1,31,end
0,0,0,0,1,0,0,0,0,1,0,1,32,start
0,0,0,0,1,-1,0,0,0,-1,1,1,32,mid
0,0,0,0,1,-1,0,0,1,1,2,1,32,mid
0,-1,0,0,1,-1,0,0,1,-1,3,1,32,mid
0,-1,1,0,1,-1,0,0,1,1,4,1,32,mid
0,-1,1,0,1,-1,0,-1,1,-1,5,1,32,mid
1,-1,1,0,1,-1,0,-1,1,1,6,1,32,end
0,0,0,0,0,0,0,0,1,1,0,1,33,start
0,0,0,0,-1,0,0,0,1,-1,1,1,33,mid
1,0,0,0,-1,0,0,0,1,1,2,1,33,mid
1,0,0,0,-1,0,0,-1,1,-1,3,1,33,mid
1,1,0,0,-1,0,0,-1,1,1,4,1,33,mid
1,1,0,0,-1,-1,0,-1,1,-1,5,1,33,mid
1,1,0,0,-1,-1,1,-1,1,1,6,1,33,mid
1,1,-1,0,-1,-1,1,-1,1,-1,7,1,33,mid
1,1,-1,1,-1,-1,1,-1,1,1,8,1,33,end
0,0,1,0,0,0,0,0,0,1,0,1,34,start
0,0,1,0,-1,0,0,0,0,-1,1,1,34,mid
0,0,1,0,-1,1,0,0,0,1,2,1,34,mid
0,0,1,0,-1,1,0,-1,0,-1,3,1,34,mid
0,0,1,0,-1,1,0,-1,1,1,4,1,34,end
1,0,0,0,0,0,0,0,0,1,0,-1,35,start
1,0,0,0,0,-1,0,0,0,-1,1,-1,35,mid
1,0,0,0,0,-1,1,0,0,1,2,-1,35,mid
1,0,0,0,-1,-1,1,0,0,-1,3,-1,35,mid
1,0,0,0,-1,-1,1,1,0,1,4,-1,35,mid
1,0,0,-1,-1,-1,1,1,0,-1,5,-1,35,end
0,0,0,0,0,0,1,0,0,1,0,0,36,start
0,0,0,0,-1,0,1,0,0,-1,1,0,36,mid
1,0,0,0,-1,0,1,0,0,1,2,0,36,mid
1,-1,0,0,-1,0,1,0,0,-1,3,0,36,mid
1,-1,1,0,-1,0,1,0,0,1,4,0,36,mid
1,-1,1,-1,-1,0,1,0,0,-1,5,0,36,mid
1,-1,1,-1,-1,1,1,0,0,1,6,0,36,mid
1,-1,1,-1,-1,1,1,0,-1,-1,7,0,36,mid
1,-1,1,-1,-1,1,1,1,-1,1,8,0,36,end
0,0,0,0,1,0,0,0,0,1,0,1,37,start
-1,0,0,0,1,0,0,0,0,-1,1,1,37,mid
-1,0,0,0,1,0,0,1,0,1,2,1,37,mid
-1,0,-1,0,1,0,0,1,0,-1,3,1,37,mid
-1,0,-1,0,1,0,1,1,0,1,4,1,37,mid
-1,0,-1,-1,1,0,1,1,0,-1,5,1,37,mid
-1,0,-1,-1,1,0,1,1,1,1,6,1,37,end
1,0,0,0,0,0,0,0,0,1,0,1,38,start
1,0,0,0,-1,0,0,0,0,-1,1,1,38,mid
1,0,1,0,-1,0,0,0,0,1,2,1,38,mid
1,0,1,0,-1,0,0,0,-1,-1,3,1,38,mid
1,0,1,0,-1,1,0,0,-1,1,4,1,38,mid
1,0,1,-1,-1,1,0,0,-1,-1,5,1,38,mid
1,0,1,-1,-1,1,1,0,-1,1,6,1,38,mid
1,0,1,-1,-1,1,1,-1,-1,-1,7,1,38,mid
1,1,1,-1,-1,1,1,-1,-1,1,8,1,38,end
1,0,0,0,0,0,0,0,0,1,0,1,39,start
1,0,-1,0,0,0,0,0,0,-1,1,1,39,mid
1,0,-1,0,0,0,0,0,1,1,2,1,39,mid
1,0,-1,0,-1,0,0,0,1,-1,3,1,39,mid
1,0,-1,0,-1,0,1,0,1,1,4,1,39,mid
1,-1,-1,0,-1,0,1,0,1,-1,5,1,39,mid
1,-1,-1,1,-1,0,1,0,1,1,6,1,39,end
0,0,0,0,0,0,0,0,1,1,0,1,40,start
0,0,0,0,-1,0,0,0,1,-1,1,1,40,mid
0,0,1,0,-1,0,0,0,1,1,2,1,40,mid
-1,0,1,0,-1,0,0,0,1,-1,3,1,40,mid
-1,0,1,0,-1,0,1,0,1,1,4,1,40,mid
-1,-1,1,0,-1,0,1,0,1,-1,5,1,40,mid
-1,-1,1,0,-1,0,1,1,1,1,6,1,40,end
0,1,0,0,0,0,0,0,0,1,0,-1,41,start
0,1,0,0,0,-1,0,0,0,-1,1,-1,41,mid
0,1,0,1,0,-1,0,0,0,1,2,-1,41,mid
0,1,0,1,0,-1,-1,0,0,-1,3,-1,41,mid
0,1,0,1,0,-1,-1,1,0,1,4,-1,41,mid
0,1,-1,1,0,-1,-1,1,0,-1,5,-1,41,mid
1,1,-1,1,0,-1,-1,1,0,1,6,-1,41,mid
1,1,-1,1,-1,-1,-1,1,0,-1,7,-1,41,end
1,0,0,0,0,0,0,0,0,1,0,1,42,start
1,-1,0,0,0,0,0,0,0,-1,1,1,42,mid
1,-1,0,0,0,0,0,1,0,1,2,1,42,mid
1,-1,0,0,0,-1,0,1,0,-1,3,1,42,mid
1,-1,1,0,0,-1,0,1,0,1,4,1,42,mid
1,-1,1,0,-1,-1,0,1,0,-1,5,1,42,mid
1,-1,1,1,-1,-1,0,1,0,1,6,1,42,mid
1,-1,1,1,-1,-1,0,1,-1,-1,7,1,42,mid
1,-1,1,1,-1,-1,1,1,-1,1,8,1,42,end
1,0,0,0,0,0,0,0,0,1,0,1,43,start
1,0,0,-1,0,0,0,0,0,-1,1,1,43,mid
1,1,0,-1,0,0,0,0,0,1,2,1,43,mid
1,1,0,-1,0,0,-1,0,0,-1,3,1,43,mid
1,1,1,-1,0,0,-1,0,0,1,4,1,43,end
0,0,0,0,0,1,0,0,0,1,0,-1,44,start
-1,0,0,0,0,1,0,0,0,-1,1,-1,44,mid
-1,0,0,0,0,1,0,0,1,1,2,-1,44,mid
-1,0,0,0,0,1,-1,0,1,-1,3,-1,44,mid
-1,0,0,0,0,1,-1,1,1,1,4,-1,44,mid
-1,-1,0,0,0,1,-1,1,1,-1,5,-1,44,mid
-1,-1,0,0,1,1,-1,1,1,1,6,-1,44,mid
-1,-1,-1,0,1,1,-1,1,1,-1,7,-1,44,end
0,0,0,0,1,0,0,0,0,1,0,1,45,start
0,-1,0,0,1,0,0,0,0,-1,1,1,45,mid
0,-1,0,0,1,0,0,0,1,1,2,1,45,mid
0,-1,0,0,1,0,-1,0,1,-1,3,1,45,mid
1,-1,0,0,1,0,-1,0,1,1,4,1,45,end
0,0,0,0,0,1,0,0,0,1,0,1,46,start
-1,0,0,0,0,1,0,0,0,-1,1,1,46,mid
-1,0,1,0,0,1,0,0,0,1,2,1,46,mid
-1,0,1,0,0,1,0,0,-1,-1,3,1,46,mid
-1,0,1,0,1,1,0,0,-1,1,4,1,46,mid
-1,-1,1,0,1,1,0,0,-1,-1,5,1,46,mid
-1,-1,1,0,1,1,0,1,-1,1,6,1,46,mid
-1,-1,1,-1,1,1,0,1,-1,-1,7,1,46,mid
-1,-1,1,-1,1,1,1,1,-1,1,8,1,46,end
0,0,0,0,0,0,0,0,1,1,0,-1,47,start
-1,0,0,0,0,0,0,0,1,-1,1,-1,47,mid
-1,0,0,0,0,0,0,1,1,1,2,-1,47,mid
-1,0,0,0,0,0,-1,1,1,-1,3,-1,47,mid
-1,0,0,0,1,0,-1,1,1,1,4,-1,47,mid
-1,0,-1,0,1,0,-1,1,1,-1,5,-1,47,mid
-1,0,-1,1,1,0,-1,1,1,1,6,-1,47,mid
-1,-1,-1,1,1,0,-1,1,1,-1,7,-1,47,end
1,0,0,0,0,0,0,0,0,1,0,1,48,start
1,0,0,0,0,0,0,0,-1,-1,1,1,48,mid
1,0,0,0,1,0,0,0,-1,1,2,1,48,mid
1,0,0,0,1,-1,0,0,-1,-1,3,1,48,mid
1,0,0,1,1,-1,0,0,-1,1,4,1,48,mid
1,-1,0,1,1,-1,0,0,-1,-1,5,1,48,mid
1,-1,0,1,1,-1,1,0,-1,1,6,1,48,end
1,0,0,0,0,0,0,0,0,1,0,1,49,start
1,0,0,0,0,-1,0,0,0,-1,1,1,49,mid
1,1,0,0,0,-1,0,0,0,1,2,1,49,mid
1,1,0,0,0,-1,-1,0,0,-1,3,1,49,mid
1,1,0,0,1,-1,-1,0,0,1,4,1,49,mid
1,1,0,-1,1,-1,-1,0,0,-1,5,1,49,mid
1,1,0,-1,1,-1,-1,1,0,1,6,1,49,end
0,0,0,0,0,0,1,0,0,1,0,1,50,start
0,0,-1,0,0,0,1,0,0,-1,1,1,50,mid
0,0,-1,0,0,1,1,0,0,1,2,1,50,mid
0,0,-1,0,0,1,1,0,-1,-1,3,1,50,mid
0,1,-1,0,0,1,1,0,-1,1,4,1,50,mid
0,1,-1,0,0,1,1,-1,-1,-1,5,1,50,mid
0,1,-1,1,0,1,1,-1,-1,1,6,1,50,mid
0,1,-1,1,-1,1,1,-1,-1,-1,7,1,50,mid
1,1,-1,1,-1,1,1,-1,-1,1,8,1,50,end
1,0,0,0,0,0,0,0,0,1,0,-1,51,start
1,0,0,0,0,-1,0,0,0,-1,1,-1,51,mid
1,0,0,0,0,-1,1,0,0,1,2,-1,51,mid
1,0,0,-1,0,-1,1,0,0,-1,3,-1,51,mid
1,0,0,-1,0,-1,1,1,0,1,4,-1,51,mid
1,0,0,-1,0,-1,1,1,-1,-1,5,-1,51,mid
1,0,1,-1,0,-1,1,1,-1,1,6,-1,51,mid
1,0,1,-1,-1,-1,1,1,-1,-1,7,-1,51,end
0,0,0,0,0,0,0,0,1,1,0,0,52,start
-1,0,0,0,0,0,0,0,1,-1,1,0,52,mid
-1,0,0,0,1,0,0,0,1,1,2,0,52,mid
-1,0,0,0,1,-1,0,0,1,-1,3,0,52,mid
-1,0,0,1,1,-1,0,0,1,1,4,0,52,mid
-1,0,0,1,1,-1,-1,0,1,-1,5,0,52,mid
-1,1,0,1,1,-1,-1,0,1,1,6,0,52,mid
-1,1,0,1,1,-1,-1,-1,1,-1,7,0,52,mid
-1,1,1,1,1,-1,-1,-1,1,1,8,0,52,end
1,0,0,0,0,0,0,0,0,1,0,1,53,start
1,0,0,-1,0,0,0,0,0,-1,1,1,53,mid
1,0,0,-1,1,0,0,0,0,1,2,1,53,mid
1,0,0,-1,1,0,-1,0,0,-1,3,1,53,mid
1,0,0,-1,1,0,-1,0,1,1,4,1,53,end
0,0,0,1,0,0,0,0,0,1,0,0,54,start
-1,0,0,1,0,0,0,0,0,-1,1,0,54,mid
-1,0,0,1,0,0,0,0,1,1,2,0,54,mid
-1,0,-1,1,0,0,0,0,1,-1,3,0,54,mid
-1,1,-1,1,0,0,0,0,1,1,4,0,54,mid
-1,1,-1,1,-1,0,0,0,1,-1,5,0,54,mid
-1,1,-1,1,-1,1,0,0,1,1,6,0,54,mid
-1,1,-1,1,-1,1,0,-1,1,-1,7,0,54,mid
-1,1,-1,1,-1,1,1,-1,1,1,8,0,54,end
1,0,0,0,0,0,0,0,0,1,0,1,55,start
1,-1,0,0,0,0,0,0,0,-1,1,1,55,mid
1,-1,1,0,0,0,0,0,0,1,2,1,55,mid
1,-1,1,-1,0,0,0,0,0,-1,3,1,55,mid
1,-1,1,-1,0,0,0,0,1,1,4,1,55,mid
1,-1,1,-1,0,0,-1,0,1,-1,5,1,55,mid
1,-1,1,-1,0,1,-1,0,1,1,6,1,55,end
1,0,0,0,0,0,0,0,0,1,0,1,56,start
1,0,0,0,-1,0,0,0,0,-1,1,1,56,mid
1,0,0,0,-1,1,0,0,0,1,2,1,56,mid
1,0,0,-1,-1,1,0,0,0,-1,3,1,56,mid
1,1,0,-1,-1,1,0,0,0,1,4,1,56,mid
1,1,0,-1,-1,1,0,0,-1,-1,5,1,56,mid
1,1,0,-1,-1,1,1,0,-1,1,6,1,56,mid
1,1,0,-1,-1,1,1,-1,-1,-1,7,1,56,mid
1,1,1,-1,-1,1,1,-1,-1,1,8,1,56,end
0,0,0,1,0,0,0,0,0,1,0,1,57,start
-1,0,0,1,0,0,0,0,0,-1,1,1,57,mid
-1,1,0,1,0,0,0,0,0,1,2,1,57,mid
-1,1,0,1,0,0,0,0,-1,-1,3,1,57,mid
-1,1,0,1,0,0,0,1,-1,1,4,1,57,mid
-1,1,-1,1,0,0,0,1,-1,-1,5,1,57,mid
-1,1,-1,1,1,0,0,1,-1,1,6,1,57,end
0,0,0,0,1,0,0,0,0,1,0,1,58,start
-1,0,0,0,1,0,0,0,0,-1,1,1,58,mid
-1,0,0,0,1,1,0,0,0,1,2,1,58,mid
-1,-1,0,0,1,1,0,0,0,-1,3,1,58,mid
-1,-1,0,0,1,1,0,1,0,1,4,1,58,mid
-1,-1,0,-1,1,1,0,1,0,-1,5,1,58,mid
-1,-1,0,-1,1,1,1,1,0,1,6,1,58,mid
-1,-1,0,-1,1,1,1,1,-1,-1,7,1,58,mid
-1,-1,1,-1,1,1,1,1,-1,1,8,1,58,end
1,0,0,0,0,0,0,0,0,1,0,0,59,start
1,0,0,-1,0,0,0,0,0,-1,1,0,59,mid
1,1,0,-1,0,0,0,0,0,1,2,0,59,mid
1,1,0,-1,0,0,0,-1,0,-1,3,0,59,mid
1,1,0,-1,0,0,1,-1,0,1,4,0,59,mid
1,1,0,-1,-1,0,1,-1,0,-1,5,0,59,mid
