pos00,pos01,pos02,pos10,pos11,pos12,pos20,pos21,pos22,player,step,result,game_id,state
-1,1,1,0,-1,-1,1,-1,1,-1,7,0,497,mid
-1,1,1,1,-1,-1,1,-1,1,1,8,0,497,end
0,0,0,0,1,0,0,0,0,1,0,1,498,start
-1,0,0,0,1,0,0,0,0,-1,1,1,498,mid
-1,0,0,0,1,0,0,0,1,1,2,1,498,mid
-1,0,0,0,1,0,0,-1,1,-1,3,1,498,mid
-1,0,0,1,1,0,0,-1,1,1,4,1,498,mid
-1,-1,0,1,1,0,0,-1,1,-1,5,1,498,mid
-1,-1,1,1,1,0,0,-1,1,1,6,1,498,mid
-1,-1,1,1,1,0,-1,-1,1,-1,7,1,498,mid
-1,-1,1,1,1,1,-1,-1,1,1,8,1,498,end
1,0,0,0,0,0,0,0,0,1,0,-1,499,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,499,mid
1,0,0,0,-1,0,1,0,0,1,2,-1,499,mid
1,0,0,0,-1,-1,1,0,0,-1,3,-1,499,mid
1,0,0,0,-1,-1,1,0,1,1,4,-1,499,mid
1,0,0,-1,-1,-1,1,0,1,-1,5,-1,499,end
0,0,0,0,1,0,0,0,0,1,0,1,500,start
-1,0,0,0,1,0,0,0,0,-1,1,1,500,mid
-1,0,0,0,1,0,0,1,0,1,2,1,500,mid
-1,0,0,0,1,0,0,1,-1,-1,3,1,500,mid
-1,1,0,0,1,0,0,1,-1,1,4,1,500,end
0,0,0,0,0,0,1,0,0,1,0,1,501,start
0,0,0,0,-1,0,1,0,0,-1,1,1,501,mid
0,0,0,0,-1,0,1,0,1,1,2,1,501,mid
0,0,0,0,-1,-1,1,0,1,-1,3,1,501,mid
0,0,0,0,-1,-1,1,1,1,1,4,1,501,end
1,0,0,0,0,0,0,0,0,1,0,1,502,start
1,0,0,0,-1,0,0,0,0,-1,1,1,502,mid
1,0,0,0,-1,0,0,1,0,1,2,1,502,mid
1,0,-1,0,-1,0,0,1,0,-1,3,1,502,mid
1,0,-1,0,-1,1,0,1,0,1,4,1,502,mid
1,0,-1,0,-1,1,0,1,-1,-1,5,1,502,mid
1,0,-1,1,-1,1,0,1,-1,1,6,1,502,mid
1,-1,-1,1,-1,1,0,1,-1,-1,7,1,502,mid
1,-1,-1,1,-1,1,1,1,-1,1,8,1,502,end
1,0,0,0,0,0,0,0,0,1,0,-1,503,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,503,mid
1,0,0,0,-1,0,1,0,0,1,2,-1,503,mid
1,0,0,0,-1,0,1,-1,0,-1,3,-1,503,mid
1,0,1,0,-1,0,1,-1,0,1,4,-1,503,mid
1,0,1,0,-1,0,1,-1,-1,-1,5,-1,503,mid
1,0,1,0,-1,1,1,-1,-1,1,6,-1,503,mid
1,-1,1,0,-1,1,1,-1,-1,-1,7,-1,503,end
0,0,0,0,0,0,1,0,0,1,0,1,504,start
0,0,0,0,0,-1,1,0,0,-1,1,1,504,mid
0,0,0,0,0,-1,1,1,0,1,2,1,504,mid
-1,0,0,0,0,-1,1,1,0,-1,3,1,504,mid
-1,0,0,0,0,-1,1,1,1,1,4,1,504,end
0,0,0,0,1,0,0,0,0,1,0,1,505,start
0,0,0,0,1,0,0,0,-1,-1,1,1,505,mid
0,0,1,0,1,0,0,0,-1,1,2,1,505,mid
0,0,1,0,1,0,-1,0,-1,-1,3,1,505,mid
0,0,1,0,1,1,-1,0,-1,1,4,1,505,mid
-1,0,1,0,1,1,-1,0,-1,-1,5,1,505,mid
-1,0,1,0,1,1,-1,1,-1,1,6,1,505,mid
-1,-1,1,0,1,1,-1,1,-1,-1,7,1,505,mid
-1,-1,1,1,1,1,-1,1,-1,1,8,1,505,end
0,0,0,0,1,0,0,0,0,1,0,1,506,start
-1,0,0,0,1,0,0,0,0,-1,1,1,506,mid
-1,0,0,0,1,0,0,1,0,1,2,1,506,mid
-1,0,0,0,1,0,0,1,-1,-1,3,1,506,mid
-1,0,0,0,1,1,0,1,-1,1,4,1,506,mid
-1,0,0,0,1,1,-1,1,-1,-1,5,1,506,mid
-1,0,0,1,1,1,-1,1,-1,1,6,1,506,end
0,0,0,0,0,0,1,0,0,1,0,1,507,start
0,0,0,0,-1,0,1,0,0,-1,1,1,507,mid
0,0,0,0,-1,1,1,0,0,1,2,1,507,mid
0,0,-1,0,-1,1,1,0,0,-1,3,1,507,mid
0,0,-1,1,-1,1,1,0,0,1,4,1,507,mid
0,0,-1,1,-1,1,1,-1,0,-1,5,1,507,mid
0,1,-1,1,-1,1,1,-1,0,1,6,1,507,mid
0,1,-1,1,-1,1,1,-1,-1,-1,7,1,507,mid
1,1,-1,1,-1,1,1,-1,-1,1,8,1,507,end
0,0,0,1,0,0,0,0,0,1,0,1,508,start
0,0,0,1,0,0,-1,0,0,-1,1,1,508,mid
1,0,0,1,0,0,-1,0,0,1,2,1,508,mid
1,0,0,1,0,0,-1,-1,0,-1,3,1,508,mid
1,0,0,1,0,1,-1,-1,0,1,4,1,508,mid
1,-1,0,1,0,1,-1,-1,0,-1,5,1,508,mid
1,-1,0,1,0,1,-1,-1,1,1,6,1,508,mid
1,-1,-1,1,0,1,-1,-1,1,-1,7,1,508,mid
1,-1,-1,1,1,1,-1,-1,1,1,8,1,508,end
0,0,0,0,1,0,0,0,0,1,0,-1,509,start
0,0,-1,0,1,0,0,0,0,-1,1,-1,509,mid
0,0,-1,0,1,1,0,0,0,1,2,-1,509,mid
0,0,-1,0,1,1,0,-1,0,-1,3,-1,509,mid
1,0,-1,0,1,1,0,-1,0,1,4,-1,509,mid
1,0,-1,0,1,1,0,-1,-1,-1,5,-1,509,mid
1,1,-1,0,1,1,0,-1,-1,1,6,-1,509,mid
1,1,-1,0,1,1,-1,-1,-1,-1,7,-1,509,end
0,0,0,0,0,0,0,0,1,1,0,0,510,start
-1,0,0,0,0,0,0,0,1,-1,1,0,510,mid
-1,1,0,0,0,0,0,0,1,1,2,0,510,mid
-1,1,0,0,0,-1,0,0,1,-1,3,0,510,mid
-1,1,1,0,0,-1,0,0,1,1,4,0,510,mid
-1,1,1,0,0,-1,0,-1,1,-1,5,0,510,mid
-1,1,1,0,1,-1,0,-1,1,1,6,0,510,mid
-1,1,1,0,1,-1,-1,-1,1,-1,7,0,510,mid
-1,1,1,1,1,-1,-1,-1,1,1,8,0,510,end
0,0,0,0,0,0,0,1,0,1,0,-1,511,start
-1,0,0,0,0,0,0,1,0,-1,1,-1,511,mid
-1,0,0,0,0,1,0,1,0,1,2,-1,511,mid
-1,-1,0,0,0,1,0,1,0,-1,3,-1,511,mid
-1,-1,0,0,1,1,0,1,0,1,4,-1,511,mid
-1,-1,0,-1,1,1,0,1,0,-1,5,-1,511,mid
-1,-1,0,-1,1,1,1,1,0,1,6,-1,511,mid
-1,-1,-1,-1,1,1,1,1,0,-1,7,-1,511,end
0,0,0,0,1,0,0,0,0,1,0,1,512,start
0,0,0,0,1,0,0,0,-1,-1,1,1,512,mid
0,1,0,0,1,0,0,0,-1,1,2,1,512,mid
0,1,-1,0,1,0,0,0,-1,-1,3,1,512,mid
0,1,-1,0,1,0,1,0,-1,1,4,1,512,mid
-1,1,-1,0,1,0,1,0,-1,-1,5,1,512,mid
-1,1,-1,0,1,0,1,1,-1,1,6,1,512,end
0,0,0,0,0,0,0,0,1,1,0,1,513,start
-1,0,0,0,0,0,0,0,1,-1,1,1,513,mid
-1,0,0,0,0,1,0,0,1,1,2,1,513,mid
-1,0,0,0,0,1,0,-1,1,-1,3,1,513,mid
-1,0,0,1,0,1,0,-1,1,1,4,1,513,mid
-1,0,0,1,0,1,-1,-1,1,-1,5,1,513,mid
-1,0,0,1,1,1,-1,-1,1,1,6,1,513,end
0,0,0,0,0,0,1,0,0,1,0,-1,514,start
-1,0,0,0,0,0,1,0,0,-1,1,-1,514,mid
-1,0,0,1,0,0,1,0,0,1,2,-1,514,mid
-1,0,0,1,0,0,1,0,-1,-1,3,-1,514,mid
-1,0,0,1,0,0,1,1,-1,1,4,-1,514,mid
-1,0,-1,1,0,0,1,1,-1,-1,5,-1,514,mid
-1,0,-1,1,1,0,1,1,-1,1,6,-1,514,mid
-1,-1,-1,1,1,0,1,1,-1,-1,7,-1,514,end
0,0,0,0,0,1,0,0,0,1,0,0,515,start
0,-1,0,0,0,1,0,0,0,-1,1,0,515,mid
0,-1,0,0,1,1,0,0,0,1,2,0,515,mid
0,-1,0,0,1,1,-1,0,0,-1,3,0,515,mid
0,-1,1,0,1,1,-1,0,0,1,4,0,515,mid
0,-1,1,0,1,1,-1,0,-1,-1,5,0,515,mid
0,-1,1,0,1,1,-1,1,-1,1,6,0,515,mid
0,-1,1,-1,1,1,-1,1,-1,-1,7,0,515,mid
1,-1,1,-1,1,1,-1,1,-1,1,8,0,515,end
0,0,0,0,1,0,0,0,0,1,0,1,516,start
0,-1,0,0,1,0,0,0,0,-1,1,1,516,mid
0,-1,0,0,1,0,0,1,0,1,2,1,516,mid
0,-1,0,-1,1,0,0,1,0,-1,3,1,516,mid
0,-1,0,-1,1,0,0,1,1,1,4,1,516,mid
0,-1,0,-1,1,-1,0,1,1,-1,5,1,516,mid
1,-1,0,-1,1,-1,0,1,1,1,6,1,516,end
1,0,0,0,0,0,0,0,0,1,0,1,517,start
1,0,0,0,0,-1,0,0,0,-1,1,1,517,mid
1,0,0,0,0,-1,0,0,1,1,2,1,517,mid
1,0,0,0,0,-1,-1,0,1,-1,3,1,517,mid
1,1,0,0,0,-1,-1,0,1,1,4,1,517,mid
1,1,0,0,0,-1,-1,-1,1,-1,5,1,517,mid
1,1,1,0,0,-1,-1,-1,1,1,6,1,517,end
0,0,0,0,1,0,0,0,0,1,0,1,518,start
0,0,0,0,1,-1,0,0,0,-1,1,1,518,mid
0,0,0,0,1,-1,0,0,1,1,2,1,518,mid
0,0,0,0,1,-1,-1,0,1,-1,3,1,518,mid
1,0,0,0,1,-1,-1,0,1,1,4,1,518,end
0,0,0,1,0,0,0,0,0,1,0,1,519,start
0,0,-1,1,0,0,0,0,0,-1,1,1,519,mid
0,1,-1,1,0,0,0,0,0,1,2,1,519,mid
0,1,-1,1,0,0,0,-1,0,-1,3,1,519,mid
1,1,-1,1,0,0,0,-1,0,1,4,1,519,mid
1,1,-1,1,0,-1,0,-1,0,-1,5,1,519,mid
1,1,-1,1,0,-1,0,-1,1,1,6,1,519,mid
1,1,-1,1,0,-1,-1,-1,1,-1,7,1,519,mid
1,1,-1,1,1,-1,-1,-1,1,1,8,1,519,end
0,0,0,0,1,0,0,0,0,1,0,1,520,start
-1,0,0,0,1,0,0,0,0,-1,1,1,520,mid
-1,0,1,0,1,0,0,0,0,1,2,1,520,mid
-1,-1,1,0,1,0,0,0,0,-1,3,1,520,mid
-1,-1,1,0,1,0,0,1,0,1,4,1,520,mid
-1,-1,1,0,1,0,0,1,-1,-1,5,1,520,mid
-1,-1,1,0,1,0,1,1,-1,1,6,1,520,end
1,0,0,0,0,0,0,0,0,1,0,-1,521,start
1,0,0,0,0,0,0,0,-1,-1,1,-1,521,mid
1,0,0,0,0,0,1,0,-1,1,2,-1,521,mid
1,0,0,-1,0,0,1,0,-1,-1,3,-1,521,mid
1,0,0,-1,0,0,1,1,-1,1,4,-1,521,mid
1,0,0,-1,-1,0,1,1,-1,-1,5,-1,521,mid
1,1,0,-1,-1,0,1,1,-1,1,6,-1,521,mid
1,1,0,-1,-1,-1,1,1,-1,-1,7,-1,521,end
1,0,0,0,0,0,0,0,0,1,0,1,522,start
1,0,0,0,-1,0,0,0,0,-1,1,1,522,mid
1,0,0,0,-1,0,1,0,0,1,2,1,522,mid
1,0,0,0,-1,-1,1,0,0,-1,3,1,522,mid
1,0,0,1,-1,-1,1,0,0,1,4,1,522,end
1,0,0,0,0,0,0,0,0,1,0,-1,523,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,523,mid
1,0,0,0,-1,0,0,1,0,1,2,-1,523,mid
1,0,0,0,-1,-1,0,1,0,-1,3,-1,523,mid
1,0,0,0,-1,-1,1,1,0,1,4,-1,523,mid
1,0,-1,0,-1,-1,1,1,0,-1,5,-1,523,mid
1,1,-1,0,-1,-1,1,1,0,1,6,-1,523,mid
1,1,-1,-1,-1,-1,1,1,0,-1,7,-1,523,end
1,0,0,0,0,0,0,0,0,1,0,1,524,start
1,-1,0,0,0,0,0,0,0,-1,1,1,524,mid
1,-1,0,0,0,0,1,0,0,1,2,1,524,mid
1,-1,0,0,0,-1,1,0,0,-1,3,1,524,mid
1,-1,0,0,1,-1,1,0,0,1,4,1,524,mid
1,-1,0,-1,1,-1,1,0,0,-1,5,1,524,mid
1,-1,0,-1,1,-1,1,1,0,1,6,1,524,mid
1,-1,-1,-1,1,-1,1,1,0,-1,7,1,524,mid
1,-1,-1,-1,1,-1,1,1,1,1,8,1,524,end
0,0,0,0,1,0,0,0,0,1,0,-1,525,start
0,0,0,0,1,0,0,0,-1,-1,1,-1,525,mid
0,0,0,0,1,0,1,0,-1,1,2,-1,525,mid
0,0,0,0,1,0,1,-1,-1,-1,3,-1,525,mid
0,1,0,0,1,0,1,-1,-1,1,4,-1,525,mid
0,1,-1,0,1,0,1,-1,-1,-1,5,-1,525,mid
0,1,-1,1,1,0,1,-1,-1,1,6,-1,525,mid
0,1,-1,1,1,-1,1,-1,-1,-1,7,-1,525,end
0,0,0,0,1,0,0,0,0,1,0,1,526,start
0,0,0,0,1,-1,0,0,0,-1,1,1,526,mid
0,1,0,0,1,-1,0,0,0,1,2,1,526,mid
-1,1,0,0,1,-1,0,0,0,-1,3,1,526,mid
-1,1,0,0,1,-1,0,0,1,1,4,1,526,mid
-1,1,0,0,1,-1,0,-1,1,-1,5,1,526,mid
-1,1,0,0,1,-1,1,-1,1,1,6,1,526,mid
-1,1,0,-1,1,-1,1,-1,1,-1,7,1,526,mid
-1,1,1,-1,1,-1,1,-1,1,1,8,1,526,end
1,0,0,0,0,0,0,0,0,1,0,-1,527,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,527,mid
1,0,0,0,-1,0,0,1,0,1,2,-1,527,mid
1,0,0,-1,-1,0,0,1,0,-1,3,-1,527,mid
1,0,0,-1,-1,0,1,1,0,1,4,-1,527,mid
1,0,0,-1,-1,-1,1,1,0,-1,5,-1,527,end
0,0,0,1,0,0,0,0,0,1,0,1,528,start
0,0,0,1,0,0,-1,0,0,-1,1,1,528,mid
0,1,0,1,0,0,-1,0,0,1,2,1,528,mid
0,1,0,1,0,0,-1,0,-1,-1,3,1,528,mid
0,1,0,1,0,0,-1,1,-1,1,4,1,528,mid
0,1,0,1,-1,0,-1,1,-1,-1,5,1,528,mid
0,1,1,1,-1,0,-1,1,-1,1,6,1,528,mid
0,1,1,1,-1,-1,-1,1,-1,-1,7,1,528,mid
1,1,1,1,-1,-1,-1,1,-1,1,8,1,528,end
0,0,0,1,0,0,0,0,0,1,0,1,529,start
0,0,0,1,0,-1,0,0,0,-1,1,1,529,mid
0,0,0,1,0,-1,1,0,0,1,2,1,529,mid
0,-1,0,1,0,-1,1,0,0,-1,3,1,529,mid
0,-1,0,1,0,-1,1,1,0,1,4,1,529,mid
0,-1,0,1,0,-1,1,1,-1,-1,5,1,529,mid
0,-1,1,1,0,-1,1,1,-1,1,6,1,529,mid
0,-1,1,1,-1,-1,1,1,-1,-1,7,1,529,mid
1,-1,1,1,-1,-1,1,1,-1,1,8,1,529,end
0,0,0,0,1,0,0,0,0,1,0,1,530,start
-1,0,0,0,1,0,0,0,0,-1,1,1,530,mid
-1,0,0,0,1,0,0,1,0,1,2,1,530,mid
-1,0,-1,0,1,0,0,1,0,-1,3,1,530,mid
-1,0,-1,0,1,1,0,1,0,1,4,1,530,mid
-1,0,-1,-1,1,1,0,1,0,-1,5,1,530,mid
-1,1,-1,-1,1,1,0,1,0,1,6,1,530,end
0,0,0,0,0,1,0,0,0,1,0,0,531,start
0,-1,0,0,0,1,0,0,0,-1,1,0,531,mid
0,-1,0,0,0,1,0,1,0,1,2,0,531,mid
0,-1,0,0,0,1,0,1,-1,-1,3,0,531,mid
0,-1,0,1,0,1,0,1,-1,1,4,0,531,mid
0,-1,0,1,-1,1,0,1,-1,-1,5,0,531,mid
1,-1,0,1,-1,1,0,1,-1,1,6,0,531,mid
1,-1,0,1,-1,1,-1,1,-1,-1,7,0,531,mid
1,-1,1,1,-1,1,-1,1,-1,1,8,0,531,end
0,0,0,1,0,0,0,0,0,1,0,0,532,start
0,0,0,1,-1,0,0,0,0,-1,1,0,532,mid
0,0,0,1,-1,0,0,0,1,1,2,0,532,mid
-1,0,0,1,-1,0,0,0,1,-1,3,0,532,mid
-1,0,0,1,-1,0,1,0,1,1,4,0,532,mid
-1,0,0,1,-1,-1,1,0,1,-1,5,0,532,mid
-1,1,0,1,-1,-1,1,0,1,1,6,0,532,mid
-1,1,0,1,-1,-1,1,-1,1,-1,7,0,532,mid
-1,1,1,1,-1,-1,1,-1,1,1,8,0,532,end
0,0,0,1,0,0,0,0,0,1,0,-1,533,start
-1,0,0,1,0,0,0,0,0,-1,1,-1,533,mid
-1,0,0,1,0,1,0,0,0,1,2,-1,533,mid
-1,0,0,1,0,1,0,0,-1,-1,3,-1,533,mid
-1,0,0,1,0,1,1,0,-1,1,4,-1,533,mid
-1,-1,0,1,0,1,1,0,-1,-1,5,-1,533,mid
-1,-1,0,1,0,1,1,1,-1,1,6,-1,533,mid
-1,-1,0,1,-1,1,1,1,-1,-1,7,-1,533,end
1,0,0,0,0,0,0,0,0,1,0,-1,534,start
1,0,-1,0,0,0,0,0,0,-1,1,-1,534,mid
1,0,-1,0,0,0,0,0,1,1,2,-1,534,mid
1,0,-1,0,0,0,0,-1,1,-1,3,-1,534,mid
1,0,-1,0,0,1,0,-1,1,1,4,-1,534,mid
1,-1,-1,0,0,1,0,-1,1,-1,5,-1,534,mid
1,-1,-1,1,0,1,0,-1,1,1,6,-1,534,mid
1,-1,-1,1,-1,1,0,-1,1,-1,7,-1,534,end
0,1,0,0,0,0,0,0,0,1,0,1,535,start
0,1,0,0,0,-1,0,0,0,-1,1,1,535,mid
0,1,0,0,1,-1,0,0,0,1,2,1,535,mid
0,1,-1,0,1,-1,0,0,0,-1,3,1,535,mid
0,1,-1,0,1,-1,0,1,0,1,4,1,535,end
0,0,0,1,0,0,0,0,0,1,0,1,536,start
-1,0,0,1,0,0,0,0,0,-1,1,1,536,mid
-1,0,0,1,1,0,0,0,0,1,2,1,536,mid
-1,0,0,1,1,0,0,0,-1,-1,3,1,536,mid
-1,1,0,1,1,0,0,0,-1,1,4,1,536,mid
-1,1,0,1,1,0,-1,0,-1,-1,5,1,536,mid
-1,1,0,1,1,0,-1,1,-1,1,6,1,536,end
0,0,0,0,1,0,0,0,0,1,0,-1,537,start
0,0,-1,0,1,0,0,0,0,-1,1,-1,537,mid
0,0,-1,1,1,0,0,0,0,1,2,-1,537,mid
0,-1,-1,1,1,0,0,0,0,-1,3,-1,537,mid
0,-1,-1,1,1,0,0,0,1,1,4,-1,537,mid
-1,-1,-1,1,1,0,0,0,1,-1,5,-1,537,end
0,0,0,0,0,0,1,0,0,1,0,1,538,start
0,0,0,0,-1,0,1,0,0,-1,1,1,538,mid
0,0,0,1,-1,0,1,0,0,1,2,1,538,mid
0,0,0,1,-1,0,1,0,-1,-1,3,1,538,mid
0,0,0,1,-1,1,1,0,-1,1,4,1,538,mid
0,0,-1,1,-1,1,1,0,-1,-1,5,1,538,mid
1,0,-1,1,-1,1,1,0,-1,1,6,1,538,end
1,0,0,0,0,0,0,0,0,1,0,1,539,start
1,0,0,0,0,0,-1,0,0,-1,1,1,539,mid
1,0,1,0,0,0,-1,0,0,1,2,1,539,mid
1,0,1,0,0,-1,-1,0,0,-1,3,1,539,mid
1,0,1,0,1,-1,-1,0,0,1,4,1,539,mid
1,0,1,0,1,-1,-1,-1,0,-1,5,1,539,mid
1,0,1,0,1,-1,-1,-1,1,1,6,1,539,end
1,0,0,0,0,0,0,0,0,1,0,-1,540,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,540,mid
1,1,0,0,-1,0,0,0,0,1,2,-1,540,mid
1,1,0,0,-1,0,-1,0,0,-1,3,-1,540,mid
1,1,0,0,-1,0,-1,0,1,1,4,-1,540,mid
1,1,-1,0,-1,0,-1,0,1,-1,5,-1,540,end
0,0,0,0,1,0,0,0,0,1,0,1,541,start
-1,0,0,0,1,0,0,0,0,-1,1,1,541,mid
-1,0,0,0,1,0,0,1,0,1,2,1,541,mid
-1,0,0,-1,1,0,0,1,0,-1,3,1,541,mid
-1,1,0,-1,1,0,0,1,0,1,4,1,541,end
1,0,0,0,0,0,0,0,0,1,0,1,542,start
1,0,0,0,0,-1,0,0,0,-1,1,1,542,mid
1,0,0,1,0,-1,0,0,0,1,2,1,542,mid
1,-1,0,1,0,-1,0,0,0,-1,3,1,542,mid
1,-1,0,1,0,-1,1,0,0,1,4,1,542,end
1,0,0,0,0,0,0,0,0,1,0,1,543,start
1,0,0,0,0,-1,0,0,0,-1,1,1,543,mid
1,0,1,0,0,-1,0,0,0,1,2,1,543,mid
1,0,1,-1,0,-1,0,0,0,-1,3,1,543,mid
1,0,1,-1,0,-1,0,1,0,1,4,1,543,mid
1,0,1,-1,0,-1,-1,1,0,-1,5,1,543,mid
1,0,1,-1,1,-1,-1,1,0,1,6,1,543,mid
1,-1,1,-1,1,-1,-1,1,0,-1,7,1,543,mid
1,-1,1,-1,1,-1,-1,1,1,1,8,1,543,end
0,0,0,1,0,0,0,0,0,1,0,-1,544,start
0,0,0,1,0,-1,0,0,0,-1,1,-1,544,mid
0,0,0,1,0,-1,0,1,0,1,2,-1,544,mid
-1,0,0,1,0,-1,0,1,0,-1,3,-1,544,mid
-1,0,0,1,0,-1,1,1,0,1,4,-1,544,mid
-1,0,-1,1,0,-1,1,1,0,-1,5,-1,544,mid
-1,0,-1,1,1,-1,1,1,0,1,6,-1,544,mid
-1,0,-1,1,1,-1,1,1,-1,-1,7,-1,544,end
0,0,0,0,1,0,0,0,0,1,0,-1,545,start
0,0,-1,0,1,0,0,0,0,-1,1,-1,545,mid
0,1,-1,0,1,0,0,0,0,1,2,-1,545,mid
0,1,-1,0,1,0,0,-1,0,-1,3,-1,545,mid
1,1,-1,0,1,0,0,-1,0,1,4,-1,545,mid
1,1,-1,0,1,0,-1,-1,0,-1,5,-1,545,mid
1,1,-1,0,1,1,-1,-1,0,1,6,-1,545,mid
1,1,-1,0,1,1,-1,-1,-1,-1,7,-1,545,end
0,0,0,0,0,1,0,0,0,1,0,-1,546,start
0,0,0,0,-1,1,0,0,0,-1,1,-1,546,mid
1,0,0,0,-1,1,0,0,0,1,2,-1,546,mid
1,0,-1,0,-1,1,0,0,0,-1,3,-1,546,mid
1,0,-1,1,-1,1,0,0,0,1,4,-1,546,mid
1,0,-1,1,-1,1,0,-1,0,-1,5,-1,546,mid
1,0,-1,1,-1,1,0,-1,1,1,6,-1,546,mid
1,0,-1,1,-1,1,-1,-1,1,-1,7,-1,546,end
0,0,0,0,0,1,0,0,0,1,0,1,547,start
-1,0,0,0,0,1,0,0,0,-1,1,1,547,mid
-1,0,0,0,0,1,0,1,0,1,2,1,547,mid
-1,0,0,0,-1,1,0,1,0,-1,3,1,547,mid
-1,0,1,0,-1,1,0,1,0,1,4,1,547,mid
-1,0,1,0,-1,1,-1,1,0,-1,5,1,547,mid
-1,0,1,1,-1,1,-1,1,0,1,6,1,547,mid
-1,-1,1,1,-1,1,-1,1,0,-1,7,1,547,mid
-1,-1,1,1,-1,1,-1,1,1,1,8,1,547,end
0,0,0,0,0,1,0,0,0,1,0,-1,548,start
-1,0,0,0,0,1,0,0,0,-1,1,-1,548,mid
-1,0,1,0,0,1,0,0,0,1,2,-1,548,mid
-1,0,1,0,0,1,0,0,-1,-1,3,-1,548,mid
-1,1,1,0,0,1,0,0,-1,1,4,-1,548,mid
-1,1,1,0,0,1,-1,0,-1,-1,5,-1,548,mid
-1,1,1,0,1,1,-1,0,-1,1,6,-1,548,mid
-1,1,1,-1,1,1,-1,0,-1,-1,7,-1,548,end
1,0,0,0,0,0,0,0,0,1,0,1,549,start
1,0,-1,0,0,0,0,0,0,-1,1,1,549,mid
1,0,-1,0,0,1,0,0,0,1,2,1,549,mid
1,0,-1,0,0,1,0,-1,0,-1,3,1,549,mid
1,0,-1,0,1,1,0,-1,0,1,4,1,549,mid
1,0,-1,0,1,1,0,-1,-1,-1,5,1,549,mid
1,0,-1,1,1,1,0,-1,-1,1,6,1,549,end
0,0,0,0,1,0,0,0,0,1,0,1,550,start
0,0,0,0,1,0,-1,0,0,-1,1,1,550,mid
0,0,0,0,1,1,-1,0,0,1,2,1,550,mid
0,0,-1,0,1,1,-1,0,0,-1,3,1,550,mid
0,0,-1,1,1,1,-1,0,0,1,4,1,550,end
0,0,0,1,0,0,0,0,0,1,0,-1,551,start
0,0,0,1,-1,0,0,0,0,-1,1,-1,551,mid
0,0,0,1,-1,0,0,0,1,1,2,-1,551,mid
0,-1,0,1,-1,0,0,0,1,-1,3,-1,551,mid
0,-1,0,1,-1,0,0,1,1,1,4,-1,551,mid
0,-1,0,1,-1,0,-1,1,1,-1,5,-1,551,mid
0,-1,0,1,-1,1,-1,1,1,1,6,-1,551,mid
0,-1,-1,1,-1,1,-1,1,1,-1,7,-1,551,end
0,0,0,0,0,0,1,0,0,1,0,1,552,start
0,-1,0,0,0,0,1,0,0,-1,1,1,552,mid
1,-1,0,0,0,0,1,0,0,1,2,1,552,mid
1,-1,0,0,0,0,1,0,-1,-1,3,1,552,mid
1,-1,0,0,1,0,1,0,-1,1,4,1,552,mid
1,-1,0,0,1,-1,1,0,-1,-1,5,1,552,mid
1,-1,1,0,1,-1,1,0,-1,1,6,1,552,end
1,0,0,0,0,0,0,0,0,1,0,-1,553,start
1,0,0,0,-1,0,0,0,0,-1,1,-1,553,mid
1,1,0,0,-1,0,0,0,0,1,2,-1,553,mid
1,1,0,-1,-1,0,0,0,0,-1,3,-1,553,mid
1,1,0,-1,-1,0,0,1,0,1,4,-1,553,mid
1,1,-1,-1,-1,0,0,1,0,-1,5,-1,553,mid
1,1,-1,-1,-1,0,0,1,1,1,6,-1,553,mid
1,1,-1,-1,-1,0,-1,1,1,-1,7,-1,553,end
1,0,0,0,0,0,0,0,0,1,0,1,554,start
1,-1,0,0,0,0,0,0,0,-1,1,1,554,mid
1,-1,0,0,0,0,1,0,0,1,2,1,554,mid
1,-1,0,0,0,-1,1,0,0,-1,3,1,554,mid
1,-1,0,0,0,-1,1,1,0,1,4,1,554,mid
1,-1,0,-1,0,-1,1,1,0,-1,5,1,554,mid
1,-1,0,-1,0,-1,1,1,1,1,6,1,554,end
1,0,0,0,0,0,0,0,0,1,0,-1,555,start
1,0,0,0,0,-1,0,0,0,-1,1,-1,555,mid
1,0,0,0,0,-1,0,1,0,1,2,-1,555,mid
1,0,0,0,0,-1,-1,1,0,-1,3,-1,555,mid
1,0,0,1,0,-1,-1,1,0,1,4,-1,555,mid
1,0,-1,1,0,-1,-1,1,0,-1,5,-1,555,mid
1,1,-1,1,0,-1,-1,1,0,1,6,-1,555,mid
1,1,-1,1,0,-1,-1,1,-1,-1,7,-1,555,end
0,0,0,0,0,0,0,0,1,1,0,-1,556,start
0,0,0,0,-1,0,0,0,1,-1,1,-1,556,mid
0,0,0,0,-1,0,0,1,1,1,2,-1,556,mid
0,0,0,0,-1,-1,0,1,1,-1,3,-1,556,mid
0,0,0,1,-1,-1,0,1,1,1,4,-1,556,mid
0,0,0,1,-1,-1,-1,1,1,-1,5,-1,556,mid
1,0,0,1,-1,-1,-1,1,1,1,6,-1,556,mid
1,0,-1,1,-1,-1,-1,1,1,-1,7,-1,556,end
1,0,0,0,0,0,0,0,0,1,0,-1,557,start
